reference_genome_assembly	library_strategy	library_layout	library_source	platform	type	genomic_info_id	file.file_id	instrument_model	library_selection
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d80ec8-37b7-11ee-a464-2f536166154d	dg.4DFC/94d80ec8-37b7-11ee-a464-2f536166154d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d8315a-37b7-11ee-a2c3-7368ef39792b	dg.4DFC/94d8315a-37b7-11ee-a2c3-7368ef39792b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d8543c-37b7-11ee-937c-83143c6696be	dg.4DFC/94d8543c-37b7-11ee-937c-83143c6696be	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d879d0-37b7-11ee-96cf-ebdad34a29eb	dg.4DFC/94d879d0-37b7-11ee-96cf-ebdad34a29eb	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d89bd6-37b7-11ee-8f36-4387cd939343	dg.4DFC/94d89bd6-37b7-11ee-8f36-4387cd939343	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d8beea-37b7-11ee-a479-230f367ef7dd	dg.4DFC/94d8beea-37b7-11ee-a479-230f367ef7dd	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d8e654-37b7-11ee-a8bb-8f82e58466a8	dg.4DFC/94d8e654-37b7-11ee-a8bb-8f82e58466a8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d90846-37b7-11ee-8332-17e55b406562	dg.4DFC/94d90846-37b7-11ee-8332-17e55b406562	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d92e48-37b7-11ee-b51c-ef8aedecfa4b	dg.4DFC/94d92e48-37b7-11ee-b51c-ef8aedecfa4b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d950d0-37b7-11ee-822d-47c013b4aa62	dg.4DFC/94d950d0-37b7-11ee-822d-47c013b4aa62	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d972e0-37b7-11ee-b96a-071c1acb8bc2	dg.4DFC/94d972e0-37b7-11ee-b96a-071c1acb8bc2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d99626-37b7-11ee-a34b-b336e4cab4fd	dg.4DFC/94d99626-37b7-11ee-a34b-b336e4cab4fd	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d9b87c-37b7-11ee-9999-bb17118e3ad3	dg.4DFC/94d9b87c-37b7-11ee-9999-bb17118e3ad3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d9d9f6-37b7-11ee-9146-5f06aebf68da	dg.4DFC/94d9d9f6-37b7-11ee-9146-5f06aebf68da	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d9fca6-37b7-11ee-8c30-d73cd74aced4	dg.4DFC/94d9fca6-37b7-11ee-8c30-d73cd74aced4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94da1f74-37b7-11ee-99f4-7fc081ed1e2f	dg.4DFC/94da1f74-37b7-11ee-99f4-7fc081ed1e2f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94da41b6-37b7-11ee-96dd-23fdfa99b54d	dg.4DFC/94da41b6-37b7-11ee-96dd-23fdfa99b54d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94da634e-37b7-11ee-850a-8b85192c59dc	dg.4DFC/94da634e-37b7-11ee-850a-8b85192c59dc	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94da8946-37b7-11ee-9914-8b50a8254cd4	dg.4DFC/94da8946-37b7-11ee-9914-8b50a8254cd4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dab074-37b7-11ee-aa67-ebaf3a7c6fa6	dg.4DFC/94dab074-37b7-11ee-aa67-ebaf3a7c6fa6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dad248-37b7-11ee-a1df-df194e797199	dg.4DFC/94dad248-37b7-11ee-a1df-df194e797199	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94daf494-37b7-11ee-b0e5-b7cbbba38bc0	dg.4DFC/94daf494-37b7-11ee-b0e5-b7cbbba38bc0	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94db169a-37b7-11ee-a7cd-9b62efe0892d	dg.4DFC/94db169a-37b7-11ee-a7cd-9b62efe0892d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94db397c-37b7-11ee-97d8-07ddc8e95dd5	dg.4DFC/94db397c-37b7-11ee-97d8-07ddc8e95dd5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94db5d26-37b7-11ee-afac-0b43315424b7	dg.4DFC/94db5d26-37b7-11ee-afac-0b43315424b7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94db7ff4-37b7-11ee-8646-5735469839c6	dg.4DFC/94db7ff4-37b7-11ee-8646-5735469839c6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dba2a4-37b7-11ee-b529-efa26f883af1	dg.4DFC/94dba2a4-37b7-11ee-b529-efa26f883af1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dbc59a-37b7-11ee-a46e-1b45ea8b46ff	dg.4DFC/94dbc59a-37b7-11ee-a46e-1b45ea8b46ff	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dbe85e-37b7-11ee-a263-c3bb18aeba15	dg.4DFC/94dbe85e-37b7-11ee-a263-c3bb18aeba15	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dc0dd4-37b7-11ee-8863-ebe46d10a67a	dg.4DFC/94dc0dd4-37b7-11ee-8863-ebe46d10a67a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dc3002-37b7-11ee-a475-2f0863b1dc68	dg.4DFC/94dc3002-37b7-11ee-a475-2f0863b1dc68	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dc521c-37b7-11ee-9f28-03c683df4c22	dg.4DFC/94dc521c-37b7-11ee-9f28-03c683df4c22	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dc74d6-37b7-11ee-82ab-ebfd3e736edf	dg.4DFC/94dc74d6-37b7-11ee-82ab-ebfd3e736edf	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dca064-37b7-11ee-a36f-ffff37cc875e	dg.4DFC/94dca064-37b7-11ee-a36f-ffff37cc875e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dcc260-37b7-11ee-9fdc-cbbda5f5f2fb	dg.4DFC/94dcc260-37b7-11ee-9fdc-cbbda5f5f2fb	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dce402-37b7-11ee-995c-8b62febc7582	dg.4DFC/94dce402-37b7-11ee-995c-8b62febc7582	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dd0766-37b7-11ee-973e-9b192a2749be	dg.4DFC/94dd0766-37b7-11ee-973e-9b192a2749be	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dd2a5c-37b7-11ee-aea0-479236798f59	dg.4DFC/94dd2a5c-37b7-11ee-aea0-479236798f59	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dd4c4e-37b7-11ee-b028-f3fdf98e3425	dg.4DFC/94dd4c4e-37b7-11ee-b028-f3fdf98e3425	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dd6e7c-37b7-11ee-8732-87d1e76533f5	dg.4DFC/94dd6e7c-37b7-11ee-8732-87d1e76533f5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dd9460-37b7-11ee-b664-e765e4b1e779	dg.4DFC/94dd9460-37b7-11ee-b664-e765e4b1e779	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ddb738-37b7-11ee-a270-570b874e2f5b	dg.4DFC/94ddb738-37b7-11ee-a270-570b874e2f5b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ddda9c-37b7-11ee-acc7-d39d0e3f4998	dg.4DFC/94ddda9c-37b7-11ee-acc7-d39d0e3f4998	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ddfc70-37b7-11ee-8341-9b7ebc8a01b6	dg.4DFC/94ddfc70-37b7-11ee-8341-9b7ebc8a01b6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94de1e94-37b7-11ee-b39c-bb389e4ef9ee	dg.4DFC/94de1e94-37b7-11ee-b39c-bb389e4ef9ee	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94de40f4-37b7-11ee-9ff7-d3aa3721b3b7	dg.4DFC/94de40f4-37b7-11ee-9ff7-d3aa3721b3b7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94de63e0-37b7-11ee-a7d6-7bd68088ea5e	dg.4DFC/94de63e0-37b7-11ee-a7d6-7bd68088ea5e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94de8622-37b7-11ee-80b6-9bafa82db2c3	dg.4DFC/94de8622-37b7-11ee-80b6-9bafa82db2c3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dead28-37b7-11ee-915c-cf069aa54378	dg.4DFC/94dead28-37b7-11ee-915c-cf069aa54378	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94decfb0-37b7-11ee-9aa4-9fb06721dc2b	dg.4DFC/94decfb0-37b7-11ee-9aa4-9fb06721dc2b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94def44a-37b7-11ee-b8b9-3b6b26187157	dg.4DFC/94def44a-37b7-11ee-b8b9-3b6b26187157	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94df1a56-37b7-11ee-bfd7-1fe7683db88d	dg.4DFC/94df1a56-37b7-11ee-bfd7-1fe7683db88d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94df3c84-37b7-11ee-80bc-6be209ecaa06	dg.4DFC/94df3c84-37b7-11ee-80bc-6be209ecaa06	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94df5f02-37b7-11ee-9398-77ecf00ef4d5	dg.4DFC/94df5f02-37b7-11ee-9398-77ecf00ef4d5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94df81c6-37b7-11ee-b032-cb409ef508b3	dg.4DFC/94df81c6-37b7-11ee-b032-cb409ef508b3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dfa50c-37b7-11ee-9377-fb342b6674b6	dg.4DFC/94dfa50c-37b7-11ee-9377-fb342b6674b6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dfc726-37b7-11ee-bf82-fb215dc355be	dg.4DFC/94dfc726-37b7-11ee-bf82-fb215dc355be	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94dfe92c-37b7-11ee-9b7e-d75fdbfe95b4	dg.4DFC/94dfe92c-37b7-11ee-9b7e-d75fdbfe95b4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e00c86-37b7-11ee-b53d-1b59a3d93a07	dg.4DFC/94e00c86-37b7-11ee-b53d-1b59a3d93a07	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e033dc-37b7-11ee-99e0-1fdd7f7748f2	dg.4DFC/94e033dc-37b7-11ee-99e0-1fdd7f7748f2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e055ec-37b7-11ee-b52c-3b1f9df347ad	dg.4DFC/94e055ec-37b7-11ee-b52c-3b1f9df347ad	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e07b62-37b7-11ee-9214-ff5285103ca1	dg.4DFC/94e07b62-37b7-11ee-9214-ff5285103ca1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e09dd6-37b7-11ee-9bb8-efc74f0d3aa4	dg.4DFC/94e09dd6-37b7-11ee-9bb8-efc74f0d3aa4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e0c022-37b7-11ee-9b12-e7bdaa9542d3	dg.4DFC/94e0c022-37b7-11ee-9b12-e7bdaa9542d3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e0e6ec-37b7-11ee-812a-13b6f56a73dc	dg.4DFC/94e0e6ec-37b7-11ee-812a-13b6f56a73dc	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e108fc-37b7-11ee-a74e-df969a26415c	dg.4DFC/94e108fc-37b7-11ee-a74e-df969a26415c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e12af8-37b7-11ee-8c63-3fc14b3e231c	dg.4DFC/94e12af8-37b7-11ee-8c63-3fc14b3e231c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e14d3a-37b7-11ee-9f8c-77e7a90b80d5	dg.4DFC/94e14d3a-37b7-11ee-9f8c-77e7a90b80d5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e173c8-37b7-11ee-8b6a-1ba0dcea1671	dg.4DFC/94e173c8-37b7-11ee-8b6a-1ba0dcea1671	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e195ce-37b7-11ee-99d6-2b5fb5da524a	dg.4DFC/94e195ce-37b7-11ee-99d6-2b5fb5da524a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e1b798-37b7-11ee-9c35-dfed5a95bd85	dg.4DFC/94e1b798-37b7-11ee-9c35-dfed5a95bd85	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e1da48-37b7-11ee-b8d6-8f6f445e9ffc	dg.4DFC/94e1da48-37b7-11ee-b8d6-8f6f445e9ffc	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e201a8-37b7-11ee-9066-13de46eceda8	dg.4DFC/94e201a8-37b7-11ee-9066-13de46eceda8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e225c0-37b7-11ee-a103-f328d6f2a3df	dg.4DFC/94e225c0-37b7-11ee-a103-f328d6f2a3df	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e24816-37b7-11ee-a802-8b9f50ee61c4	dg.4DFC/94e24816-37b7-11ee-a802-8b9f50ee61c4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e26a9e-37b7-11ee-9eea-87b739a2edaf	dg.4DFC/94e26a9e-37b7-11ee-9eea-87b739a2edaf	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e28d1c-37b7-11ee-989f-77b795905d93	dg.4DFC/94e28d1c-37b7-11ee-989f-77b795905d93	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e2b0f8-37b7-11ee-9611-1bdca14acf71	dg.4DFC/94e2b0f8-37b7-11ee-9611-1bdca14acf71	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e2d2e0-37b7-11ee-ba5e-23282468a32f	dg.4DFC/94e2d2e0-37b7-11ee-ba5e-23282468a32f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e2f914-37b7-11ee-b071-fb5848503912	dg.4DFC/94e2f914-37b7-11ee-b071-fb5848503912	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e31b74-37b7-11ee-803f-2fb4b84c6139	dg.4DFC/94e31b74-37b7-11ee-803f-2fb4b84c6139	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e33e10-37b7-11ee-a541-53bba91d8b14	dg.4DFC/94e33e10-37b7-11ee-a541-53bba91d8b14	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e35ff8-37b7-11ee-93f4-6ff278c2bd17	dg.4DFC/94e35ff8-37b7-11ee-93f4-6ff278c2bd17	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e386cc-37b7-11ee-8923-cbe8ffab1ea2	dg.4DFC/94e386cc-37b7-11ee-8923-cbe8ffab1ea2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e3a882-37b7-11ee-8fef-6f4adf3ae150	dg.4DFC/94e3a882-37b7-11ee-8fef-6f4adf3ae150	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e3cb0a-37b7-11ee-8866-7fe4dc8503ad	dg.4DFC/94e3cb0a-37b7-11ee-8866-7fe4dc8503ad	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e3f562-37b7-11ee-9fb4-b3e2b30c7b2c	dg.4DFC/94e3f562-37b7-11ee-9fb4-b3e2b30c7b2c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e417c2-37b7-11ee-8c03-4744a785ae8f	dg.4DFC/94e417c2-37b7-11ee-8c03-4744a785ae8f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e439aa-37b7-11ee-8ebc-dfce0b7b1ad2	dg.4DFC/94e439aa-37b7-11ee-8ebc-dfce0b7b1ad2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e45c00-37b7-11ee-a602-8f558c78003a	dg.4DFC/94e45c00-37b7-11ee-a602-8f558c78003a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e480ea-37b7-11ee-a165-ab5fcd8a1eb2	dg.4DFC/94e480ea-37b7-11ee-a165-ab5fcd8a1eb2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e4a390-37b7-11ee-837e-eb9c8a322ca3	dg.4DFC/94e4a390-37b7-11ee-837e-eb9c8a322ca3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e4c596-37b7-11ee-b832-cf2ee74d8961	dg.4DFC/94e4c596-37b7-11ee-b832-cf2ee74d8961	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e4e850-37b7-11ee-bf5c-dfbe522b7e70	dg.4DFC/94e4e850-37b7-11ee-bf5c-dfbe522b7e70	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e50eac-37b7-11ee-9807-174f62b56c8f	dg.4DFC/94e50eac-37b7-11ee-9807-174f62b56c8f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e530c6-37b7-11ee-bc4e-bf4171afa1e9	dg.4DFC/94e530c6-37b7-11ee-bc4e-bf4171afa1e9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e55308-37b7-11ee-a201-e7c8c8509252	dg.4DFC/94e55308-37b7-11ee-a201-e7c8c8509252	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e57608-37b7-11ee-9446-bb002fae6037	dg.4DFC/94e57608-37b7-11ee-9446-bb002fae6037	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e59868-37b7-11ee-ba7c-57d637bcb463	dg.4DFC/94e59868-37b7-11ee-ba7c-57d637bcb463	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e5bc30-37b7-11ee-a7aa-f343f131cb91	dg.4DFC/94e5bc30-37b7-11ee-a7aa-f343f131cb91	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e5de18-37b7-11ee-b5a9-2bf5338b4d53	dg.4DFC/94e5de18-37b7-11ee-b5a9-2bf5338b4d53	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e5ff9c-37b7-11ee-af7b-ff8187392217	dg.4DFC/94e5ff9c-37b7-11ee-af7b-ff8187392217	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e62238-37b7-11ee-a660-ebb0027e3469	dg.4DFC/94e62238-37b7-11ee-a660-ebb0027e3469	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e643da-37b7-11ee-a3fd-5381ef4c8f99	dg.4DFC/94e643da-37b7-11ee-a3fd-5381ef4c8f99	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e669e6-37b7-11ee-9b43-3ba933456665	dg.4DFC/94e669e6-37b7-11ee-9b43-3ba933456665	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e68c50-37b7-11ee-8500-bbbcebfc07f2	dg.4DFC/94e68c50-37b7-11ee-8500-bbbcebfc07f2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e6ae06-37b7-11ee-ad58-07b5d6566eab	dg.4DFC/94e6ae06-37b7-11ee-ad58-07b5d6566eab	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e6d070-37b7-11ee-93f9-5bdcb69d830a	dg.4DFC/94e6d070-37b7-11ee-93f9-5bdcb69d830a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e6f410-37b7-11ee-9162-6b19e8035790	dg.4DFC/94e6f410-37b7-11ee-9162-6b19e8035790	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e71634-37b7-11ee-a93d-ab6aa715297a	dg.4DFC/94e71634-37b7-11ee-a93d-ab6aa715297a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e73b78-37b7-11ee-ba25-df892ef7a974	dg.4DFC/94e73b78-37b7-11ee-ba25-df892ef7a974	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e75df6-37b7-11ee-8f03-279d9a811ef6	dg.4DFC/94e75df6-37b7-11ee-8f03-279d9a811ef6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e78272-37b7-11ee-8ff6-0fd671d87193	dg.4DFC/94e78272-37b7-11ee-8ff6-0fd671d87193	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e7a4a0-37b7-11ee-8310-5bd5541e0ec2	dg.4DFC/94e7a4a0-37b7-11ee-8310-5bd5541e0ec2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e7c660-37b7-11ee-8b2d-43d3d1741d5c	dg.4DFC/94e7c660-37b7-11ee-8b2d-43d3d1741d5c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94e7eb0e-37b7-11ee-a845-1f3cc665ffea	dg.4DFC/94e7eb0e-37b7-11ee-a845-1f3cc665ffea	Not specified in data	Not specified in data
