reference_genome_assembly	library_strategy	library_layout	library_source	platform	type	genomic_info_id	file.file_id	instrument_model	library_selection
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c7fce0-37b7-11ee-93bf-a3904c836efa	dg.4DFC/94c7fce0-37b7-11ee-93bf-a3904c836efa	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c81f18-37b7-11ee-aca4-93ab0e5ffaf3	dg.4DFC/94c81f18-37b7-11ee-aca4-93ab0e5ffaf3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c84358-37b7-11ee-a355-c73d4104bb3d	dg.4DFC/94c84358-37b7-11ee-a355-c73d4104bb3d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c8664e-37b7-11ee-9f5d-0fd54a068267	dg.4DFC/94c8664e-37b7-11ee-9f5d-0fd54a068267	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c8880e-37b7-11ee-aa34-93c4a9406c7e	dg.4DFC/94c8880e-37b7-11ee-aa34-93c4a9406c7e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c8ab40-37b7-11ee-aa82-cf233db72758	dg.4DFC/94c8ab40-37b7-11ee-aa82-cf233db72758	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c8d1a6-37b7-11ee-bcc1-33ff44373674	dg.4DFC/94c8d1a6-37b7-11ee-bcc1-33ff44373674	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c8f44c-37b7-11ee-a1af-57391ed3779d	dg.4DFC/94c8f44c-37b7-11ee-a1af-57391ed3779d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c9172e-37b7-11ee-af26-8388457c268f	dg.4DFC/94c9172e-37b7-11ee-af26-8388457c268f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c93934-37b7-11ee-b95b-370a61d9c3d8	dg.4DFC/94c93934-37b7-11ee-b95b-370a61d9c3d8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c95b26-37b7-11ee-ac72-cbde55bad328	dg.4DFC/94c95b26-37b7-11ee-ac72-cbde55bad328	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c97d72-37b7-11ee-9c31-bf1bb6bea829	dg.4DFC/94c97d72-37b7-11ee-9c31-bf1bb6bea829	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c9a400-37b7-11ee-a4fe-5fbbb7c3a1cf	dg.4DFC/94c9a400-37b7-11ee-a4fe-5fbbb7c3a1cf	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c9c85e-37b7-11ee-9918-cba3f624e801	dg.4DFC/94c9c85e-37b7-11ee-9918-cba3f624e801	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94c9ea96-37b7-11ee-a34b-17d9112fd05f	dg.4DFC/94c9ea96-37b7-11ee-a34b-17d9112fd05f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ca0d1e-37b7-11ee-8946-e33c19f08f87	dg.4DFC/94ca0d1e-37b7-11ee-8946-e33c19f08f87	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ca2f2e-37b7-11ee-b30f-4bc16187552e	dg.4DFC/94ca2f2e-37b7-11ee-b30f-4bc16187552e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ca5b70-37b7-11ee-bc99-cbd9fb964b98	dg.4DFC/94ca5b70-37b7-11ee-bc99-cbd9fb964b98	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ca7da8-37b7-11ee-b7b5-972c2859d567	dg.4DFC/94ca7da8-37b7-11ee-b7b5-972c2859d567	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94caa0a8-37b7-11ee-9beb-071ad349576b	dg.4DFC/94caa0a8-37b7-11ee-9beb-071ad349576b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cac2f4-37b7-11ee-a331-0b37293e090c	dg.4DFC/94cac2f4-37b7-11ee-a331-0b37293e090c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cae662-37b7-11ee-9eeb-a70838e30289	dg.4DFC/94cae662-37b7-11ee-9eeb-a70838e30289	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cb080e-37b7-11ee-afcb-77c316e73ccc	dg.4DFC/94cb080e-37b7-11ee-afcb-77c316e73ccc	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cb29a6-37b7-11ee-8fed-2fac2d1ecc6a	dg.4DFC/94cb29a6-37b7-11ee-8fed-2fac2d1ecc6a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cb4da0-37b7-11ee-b018-1b436457bff9	dg.4DFC/94cb4da0-37b7-11ee-b018-1b436457bff9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cb733e-37b7-11ee-8c24-7fe180cf7636	dg.4DFC/94cb733e-37b7-11ee-8c24-7fe180cf7636	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cb9544-37b7-11ee-8c9b-7fc3d0523c6d	dg.4DFC/94cb9544-37b7-11ee-8c9b-7fc3d0523c6d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cbbc0e-37b7-11ee-9307-7bb07de53325	dg.4DFC/94cbbc0e-37b7-11ee-9307-7bb07de53325	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cbe260-37b7-11ee-b7bc-63b91b558a9f	dg.4DFC/94cbe260-37b7-11ee-b7bc-63b91b558a9f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cc0452-37b7-11ee-8db0-0f090b62ae00	dg.4DFC/94cc0452-37b7-11ee-8db0-0f090b62ae00	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cc278e-37b7-11ee-a865-7f2e3789fdd6	dg.4DFC/94cc278e-37b7-11ee-a865-7f2e3789fdd6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cc49bc-37b7-11ee-a611-9b698311d93e	dg.4DFC/94cc49bc-37b7-11ee-a611-9b698311d93e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cc6b90-37b7-11ee-af39-37fb59b72c42	dg.4DFC/94cc6b90-37b7-11ee-af39-37fb59b72c42	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cc8e0e-37b7-11ee-9768-f396f2dbfccc	dg.4DFC/94cc8e0e-37b7-11ee-9768-f396f2dbfccc	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ccb190-37b7-11ee-86e0-cf1356c69473	dg.4DFC/94ccb190-37b7-11ee-86e0-cf1356c69473	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ccd422-37b7-11ee-946a-6718fbbf61a2	dg.4DFC/94ccd422-37b7-11ee-946a-6718fbbf61a2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ccf6be-37b7-11ee-9eb4-676596aa7f82	dg.4DFC/94ccf6be-37b7-11ee-9eb4-676596aa7f82	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cd19d2-37b7-11ee-bc84-27debdb78e94	dg.4DFC/94cd19d2-37b7-11ee-bc84-27debdb78e94	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cd4402-37b7-11ee-a5f9-67150a7c618e	dg.4DFC/94cd4402-37b7-11ee-a5f9-67150a7c618e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cd664e-37b7-11ee-80d8-abbd65a691d6	dg.4DFC/94cd664e-37b7-11ee-80d8-abbd65a691d6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cd8890-37b7-11ee-9938-179621653ff7	dg.4DFC/94cd8890-37b7-11ee-9938-179621653ff7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cdab2c-37b7-11ee-9751-b3324eac61e1	dg.4DFC/94cdab2c-37b7-11ee-9751-b3324eac61e1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cdd124-37b7-11ee-ab5f-a785d1ddece5	dg.4DFC/94cdd124-37b7-11ee-ab5f-a785d1ddece5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cdf3fc-37b7-11ee-8d35-fb9f8c281e65	dg.4DFC/94cdf3fc-37b7-11ee-8d35-fb9f8c281e65	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ce15bc-37b7-11ee-8b7e-978fff0a64f4	dg.4DFC/94ce15bc-37b7-11ee-8b7e-978fff0a64f4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ce37ae-37b7-11ee-825f-0704e92e3b19	dg.4DFC/94ce37ae-37b7-11ee-825f-0704e92e3b19	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ce5a36-37b7-11ee-9c50-8f53279c455b	dg.4DFC/94ce5a36-37b7-11ee-9c50-8f53279c455b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ce81e6-37b7-11ee-81fd-0f032c68b54a	dg.4DFC/94ce81e6-37b7-11ee-81fd-0f032c68b54a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cea496-37b7-11ee-9ef2-c3404d62d7e7	dg.4DFC/94cea496-37b7-11ee-9ef2-c3404d62d7e7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cecaa2-37b7-11ee-9488-7338b267dadf	dg.4DFC/94cecaa2-37b7-11ee-9488-7338b267dadf	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94ceece4-37b7-11ee-97b3-5f619044214d	dg.4DFC/94ceece4-37b7-11ee-97b3-5f619044214d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cf1296-37b7-11ee-8e52-cba557f7efb3	dg.4DFC/94cf1296-37b7-11ee-8e52-cba557f7efb3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cf3a00-37b7-11ee-9f1b-efdf3dac7c52	dg.4DFC/94cf3a00-37b7-11ee-9f1b-efdf3dac7c52	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cf5c88-37b7-11ee-bb2d-5705dd1b5a6a	dg.4DFC/94cf5c88-37b7-11ee-bb2d-5705dd1b5a6a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cf7ee8-37b7-11ee-a30e-739de87467ce	dg.4DFC/94cf7ee8-37b7-11ee-a30e-739de87467ce	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cfa148-37b7-11ee-b042-234a7a6f7ee9	dg.4DFC/94cfa148-37b7-11ee-b042-234a7a6f7ee9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cfc506-37b7-11ee-8910-5bf6ea03fee6	dg.4DFC/94cfc506-37b7-11ee-8910-5bf6ea03fee6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94cfe7f2-37b7-11ee-b17b-3352d9abd225	dg.4DFC/94cfe7f2-37b7-11ee-b17b-3352d9abd225	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d00e58-37b7-11ee-b3d7-1f4190d06753	dg.4DFC/94d00e58-37b7-11ee-b3d7-1f4190d06753	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d030e0-37b7-11ee-ba37-03cb3724bf0b	dg.4DFC/94d030e0-37b7-11ee-ba37-03cb3724bf0b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d0576e-37b7-11ee-8bc3-13df381047fd	dg.4DFC/94d0576e-37b7-11ee-8bc3-13df381047fd	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d0791a-37b7-11ee-808f-37a3b1c7bbf2	dg.4DFC/94d0791a-37b7-11ee-808f-37a3b1c7bbf2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d09ae4-37b7-11ee-b923-c789565805bb	dg.4DFC/94d09ae4-37b7-11ee-b923-c789565805bb	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d0bd1c-37b7-11ee-87ff-470deef38744	dg.4DFC/94d0bd1c-37b7-11ee-87ff-470deef38744	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d0dfa4-37b7-11ee-8e72-bb4a81250eca	dg.4DFC/94d0dfa4-37b7-11ee-8e72-bb4a81250eca	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d102fe-37b7-11ee-ad96-83a791a6f7f9	dg.4DFC/94d102fe-37b7-11ee-ad96-83a791a6f7f9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d124d2-37b7-11ee-b434-b7e8ad5c11f6	dg.4DFC/94d124d2-37b7-11ee-b434-b7e8ad5c11f6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d14656-37b7-11ee-b571-bfcf44296464	dg.4DFC/94d14656-37b7-11ee-b571-bfcf44296464	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d16956-37b7-11ee-af80-0b1f505c1f04	dg.4DFC/94d16956-37b7-11ee-af80-0b1f505c1f04	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d18f3a-37b7-11ee-84b8-bb96fe5b2027	dg.4DFC/94d18f3a-37b7-11ee-84b8-bb96fe5b2027	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d1b14a-37b7-11ee-81fe-1f05f46d0cb1	dg.4DFC/94d1b14a-37b7-11ee-81fe-1f05f46d0cb1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d1d6f2-37b7-11ee-a2ea-8bf701aa6e64	dg.4DFC/94d1d6f2-37b7-11ee-a2ea-8bf701aa6e64	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d1f9b6-37b7-11ee-88cb-238a3b169aee	dg.4DFC/94d1f9b6-37b7-11ee-88cb-238a3b169aee	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d21f54-37b7-11ee-92c0-3ffab8d12a2a	dg.4DFC/94d21f54-37b7-11ee-92c0-3ffab8d12a2a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d2490c-37b7-11ee-9776-3bd74320470a	dg.4DFC/94d2490c-37b7-11ee-9776-3bd74320470a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d26b26-37b7-11ee-a7fa-93d1e328a5dd	dg.4DFC/94d26b26-37b7-11ee-a7fa-93d1e328a5dd	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d28d22-37b7-11ee-a289-ab10e4d0ec2f	dg.4DFC/94d28d22-37b7-11ee-a289-ab10e4d0ec2f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d2af64-37b7-11ee-86be-17822c1789af	dg.4DFC/94d2af64-37b7-11ee-86be-17822c1789af	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d2d660-37b7-11ee-9781-2f35c322a51d	dg.4DFC/94d2d660-37b7-11ee-9781-2f35c322a51d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d2f870-37b7-11ee-b1a0-2b69221cf000	dg.4DFC/94d2f870-37b7-11ee-b1a0-2b69221cf000	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d31b5c-37b7-11ee-8605-bfd19a274a94	dg.4DFC/94d31b5c-37b7-11ee-8605-bfd19a274a94	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d34172-37b7-11ee-a450-1784a04c27a4	dg.4DFC/94d34172-37b7-11ee-a450-1784a04c27a4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d3662a-37b7-11ee-bf79-c32cc5ebb2e7	dg.4DFC/94d3662a-37b7-11ee-bf79-c32cc5ebb2e7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d387fe-37b7-11ee-a026-a39633cbb407	dg.4DFC/94d387fe-37b7-11ee-a026-a39633cbb407	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d3aa0e-37b7-11ee-ba6d-5317f1b437cc	dg.4DFC/94d3aa0e-37b7-11ee-ba6d-5317f1b437cc	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d3cc46-37b7-11ee-b749-dfaa27c71647	dg.4DFC/94d3cc46-37b7-11ee-b749-dfaa27c71647	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d3eeb0-37b7-11ee-aca6-c353d613b30d	dg.4DFC/94d3eeb0-37b7-11ee-aca6-c353d613b30d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d411f6-37b7-11ee-9ddc-170b313278ac	dg.4DFC/94d411f6-37b7-11ee-9ddc-170b313278ac	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d437bc-37b7-11ee-a5fb-c3b767e0dc58	dg.4DFC/94d437bc-37b7-11ee-a5fb-c3b767e0dc58	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d45aa8-37b7-11ee-bc8a-3b2fe86db471	dg.4DFC/94d45aa8-37b7-11ee-bc8a-3b2fe86db471	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d47cea-37b7-11ee-bb8d-1bf078d45a02	dg.4DFC/94d47cea-37b7-11ee-bb8d-1bf078d45a02	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d4a0b2-37b7-11ee-a145-2ff9d2f7dbc3	dg.4DFC/94d4a0b2-37b7-11ee-a145-2ff9d2f7dbc3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d4c68c-37b7-11ee-911f-03a2a3754ddb	dg.4DFC/94d4c68c-37b7-11ee-911f-03a2a3754ddb	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d4e874-37b7-11ee-8476-e789f4adeffa	dg.4DFC/94d4e874-37b7-11ee-8476-e789f4adeffa	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d50a8e-37b7-11ee-baab-e7bcc92a5a9e	dg.4DFC/94d50a8e-37b7-11ee-baab-e7bcc92a5a9e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d52cc6-37b7-11ee-ad21-873a0fd1d963	dg.4DFC/94d52cc6-37b7-11ee-ad21-873a0fd1d963	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d54f4e-37b7-11ee-b71e-6fdd1a30418f	dg.4DFC/94d54f4e-37b7-11ee-b71e-6fdd1a30418f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d570dc-37b7-11ee-bb3f-b7af2d2d1928	dg.4DFC/94d570dc-37b7-11ee-bb3f-b7af2d2d1928	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d59346-37b7-11ee-a30b-7f47c9b05b6b	dg.4DFC/94d59346-37b7-11ee-a30b-7f47c9b05b6b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d5b574-37b7-11ee-a2ca-4f2b40c148d1	dg.4DFC/94d5b574-37b7-11ee-a2ca-4f2b40c148d1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d5d9f0-37b7-11ee-a118-670b7cc721e5	dg.4DFC/94d5d9f0-37b7-11ee-a118-670b7cc721e5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d5fcbe-37b7-11ee-ba39-87d9262aa137	dg.4DFC/94d5fcbe-37b7-11ee-ba39-87d9262aa137	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d61fa0-37b7-11ee-a301-cb1d122bb03f	dg.4DFC/94d61fa0-37b7-11ee-a301-cb1d122bb03f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d645d4-37b7-11ee-9806-e754793c4936	dg.4DFC/94d645d4-37b7-11ee-9806-e754793c4936	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d66b5e-37b7-11ee-8788-4fe1456d1c7a	dg.4DFC/94d66b5e-37b7-11ee-8788-4fe1456d1c7a	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d68d46-37b7-11ee-bd65-cb6979d052ad	dg.4DFC/94d68d46-37b7-11ee-bd65-cb6979d052ad	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d6af6a-37b7-11ee-b33b-bb77124f9d7e	dg.4DFC/94d6af6a-37b7-11ee-b33b-bb77124f9d7e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d6d210-37b7-11ee-800b-8bd1402b4cac	dg.4DFC/94d6d210-37b7-11ee-800b-8bd1402b4cac	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d6f466-37b7-11ee-83f6-d79e4dccb00e	dg.4DFC/94d6f466-37b7-11ee-83f6-d79e4dccb00e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d71716-37b7-11ee-a399-23eb260924e1	dg.4DFC/94d71716-37b7-11ee-a399-23eb260924e1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d7398a-37b7-11ee-808a-934b1d104bf5	dg.4DFC/94d7398a-37b7-11ee-808a-934b1d104bf5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d75b36-37b7-11ee-ba50-135e9d6bef91	dg.4DFC/94d75b36-37b7-11ee-ba50-135e9d6bef91	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d77d96-37b7-11ee-a1e8-57d98409f3fd	dg.4DFC/94d77d96-37b7-11ee-a1e8-57d98409f3fd	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d7a7a8-37b7-11ee-b14e-8786c1ca895c	dg.4DFC/94d7a7a8-37b7-11ee-b14e-8786c1ca895c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d7ca12-37b7-11ee-9cd9-87d32f6e9d34	dg.4DFC/94d7ca12-37b7-11ee-9cd9-87d32f6e9d34	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/94d7ec5e-37b7-11ee-a8bb-a7db4917cbbb	dg.4DFC/94d7ec5e-37b7-11ee-a8bb-a7db4917cbbb	Not specified in data	Not specified in data
